claim,headline,IsQuestion,HasTowParts,label
ویدئوی تجلیل آیت الله علم الهدی/ جامعه روحانیت مبارز، از شاه ! / شایعه 0865,آیا شورای عالی امنیت ملی به آیت‌الله علم‌الهدی اخطار داده است؟,0,0,Unrelated
دیدار بشاراسد وولایتی درایران که ادعامیشود در دمشق صورت گرفته !,ولایتی با رئیس جمهوری سوریه دیدار کرد,0,0,Agree
دیدار بشاراسد وولایتی درایران که ادعامیشود در دمشق صورت گرفته !, ولایتی با بشار اسد دیدار کرد,0,0,Agree
دیدار بشاراسد وولایتی درایران که ادعامیشود در دمشق صورت گرفته !,دانشگاه ها و آموزش؛ ابزار جدید ایران برای تسلط بر سوریه,0,0,Unrelated
افرایش قیمت عوارضی آزادراه قروین- زنجان !,نرخ جدید عوارض آزادراهی در سال ۹۷+جدول,0,0,Discuss
افرایش قیمت عوارضی آزادراه قروین- زنجان !,نرخ جدید عوارض آزاد راه ها در سال ۹۷,0,0,Discuss
‍ درگیری لفظی رییس جمهور و دادستان کل برسر تلگرام !,درگیری لفظی روحانی و دادستان کل کشور,0,0,Agree
‍ درگیری لفظی رییس جمهور و دادستان کل برسر تلگرام !,شایعه جلسه دادستان کل کشور و روحانی درباره «تلگرام» تکذیب شد,0,0,Discuss
‍ درگیری لفظی رییس جمهور و دادستان کل برسر تلگرام !,اختلاف دادستانی و مقام‌های دولت ایران بر سر فیلترینگ در فضای مجازی,0,0,Discuss
‍ درگیری لفظی رییس جمهور و دادستان کل برسر تلگرام !,حمله دادستان و فرمانده سپاه به روحانی همزمان با پیشنهاد «آتش‌بس‌ یکطرفه»,0,0,Unrelated
خروج بشار اسد و خانواده‌اش از سوریه، بدنبال تهدیدات آمریکا !,شایعه خروج بشار اسد و خانواده‌اش از سوریه و سفر به تهران,0,0,Discuss
خروج بشار اسد و خانواده‌اش از سوریه، بدنبال تهدیدات آمریکا !,همزمان با افزایش احتمال حمله آمریکا به سوریه؛ بشار اسد کجاست؟,0,0,Discuss
خروج بشار اسد و خانواده‌اش از سوریه، بدنبال تهدیدات آمریکا !,تکذیب خبر فرار بشار اسد و خانواده‌اش به تهران,0,0,Discuss
خروج بشار اسد و خانواده‌اش از سوریه، بدنبال تهدیدات آمریکا !,شایعه خروج بشار اسد از سوریه تکذیب شد,0,0,Discuss
سبز شدن گوشت سینه مرغ بدلیل بیماری خطرناک عفونی ! / شایعه 0864,علت سبز شدن عضله سینه مرغ/این موضوع ربطی به آلودگی و بیماری ندارد,0,0,Disagree
سبز شدن گوشت سینه مرغ بدلیل بیماری خطرناک عفونی ! / شایعه 0864,بی خطر بودن عارضه سبز شدن عضله سینه مرغ,0,0,Disagree
سبز شدن گوشت سینه مرغ بدلیل بیماری خطرناک عفونی ! / شایعه 0864,علت سبز شدن عضله سينه مرغ چيست؟ (بيماري عضله سبز در طيور),0,0,Discuss
سبز شدن گوشت سینه مرغ بدلیل بیماری خطرناک عفونی ! / شایعه 0864,عضله سبزرنگ در مرغ ها بیماریزا نیست؛ نگرانی مصرف کنندگان بی مورد است,0,0,Disagree
نقل قول وزیر ارتباطات در مورد فیلتر شدن تلگرام از بیستم فروردین !,شایعه: نقل قول وزیر ارتباطات در مورد فیلتر شدن تلگرام از بیستم فروردین,0,0,Discuss
نقل قول وزیر ارتباطات در مورد فیلتر شدن تلگرام از بیستم فروردین !,وزارت ارتباطات: فیلتر تلگرام در 20 فروردین صحت ندارد,0,0,Discuss
نقل قول وزیر ارتباطات در مورد فیلتر شدن تلگرام از بیستم فروردین !,فردا صبح تلگرام فیلتر می‌شود؟,0,0,Discuss
نقل قول وزیر ارتباطات در مورد فیلتر شدن تلگرام از بیستم فروردین !,توضیحات وزیر ارتباطات درباره خبر «فیلتر شدن تلگرام»,0,0,Agree
اعطای تابعیت موقت 2 ساله به اتباع ایرانی توسط ژاپن !,خبر اعطای تابعیت موقت به اتباع ایرانی توسط ژاپن صحت ندارد,0,0,Disagree
اعطای تابعیت موقت 2 ساله به اتباع ایرانی توسط ژاپن !,خبر اعطای تابعیت موقت 2 ساله به ایرانی‌ها در ژاپن صحت ندارد,0,0,Disagree
اعطای تابعیت موقت 2 ساله به اتباع ایرانی توسط ژاپن !,خبر اعطای تابعیت موقت به اتباع ایرانی توسط ژاپن صحت ندارد,0,0,Disagree
اعطای تابعیت موقت 2 ساله به اتباع ایرانی توسط ژاپن !,ژاپن به اتباع ایرانی تابعیت موقت می‌دهد؟ | واکنش یک مقام مسئول در سفارت ژاپن در تهران,0,0,Discuss
اعطای تابعیت موقت 2 ساله به اتباع ایرانی توسط ژاپن !,مهاجرت به کشور ژاپن از طریق ویزای کار,0,0,Unrelated
 فیلم ضرب و شتم کودکان در آسایشگاه بچه های بی سرپرست جنوب کشور !,ماجرای کتک زدن درآسایشگاه کودکان بی‌سرپرست در جنوب کشور,0,0,Discuss
 فیلم ضرب و شتم کودکان در آسایشگاه بچه های بی سرپرست جنوب کشور !,فیلم منسوب به ضرب و شتم کودکان آسایشگاه جنوب کشور مربوط به کشور مصر و در سال 2014 می باشد,0,0,Disagree
 فیلم ضرب و شتم کودکان در آسایشگاه بچه های بی سرپرست جنوب کشور !,شایعه: فیلم ضرب و شتم کودکان در آسایشگاه بچه های بی سرپرست جنوب کشور,0,0,Discuss
 فیلم ضرب و شتم کودکان در آسایشگاه بچه های بی سرپرست جنوب کشور !,کتک زدن وحشیانه کودکان بی سرپرست در یک آسایشگاه! +عکس,0,0,Agree
 فیلم ضرب و شتم کودکان در آسایشگاه بچه های بی سرپرست جنوب کشور !,ماجرای کتک زدن وحشیانه کودکان بی سرپرست در یک آسایشگاه,0,0,Discuss
 دسترسی به شماره تلفن ادمین‌ کانالها، باگ تلگرام هم هست!,امکان دسترسی به شماره تلفن ادمین‌های تلگرام +عکس,0,0,Agree
 دسترسی به شماره تلفن ادمین‌ کانالها، باگ تلگرام هم هست!,امکان دسترسی به شماره تلفن ادمین‌های تلگرام,0,0,Agree
 دسترسی به شماره تلفن ادمین‌ کانالها، باگ تلگرام هم هست!,تلگرام هم هک شد /شماره تلفن ادمین های تلگرام لو رفت +عکس,0,0,Agree
 دسترسی به شماره تلفن ادمین‌ کانالها، باگ تلگرام هم هست!,رویارویی تلگرام و سروش ناشی از نگرانی کاربران,0,0,Unrelated
 دسترسی به شماره تلفن ادمین‌ کانالها، باگ تلگرام هم هست!,پیدا کردن شماره در تلگرام,0,0,Unrelated
 جابجایی امتحانات نهایی به خاطر تقارن با ماه رمضان !,تقارن امتحانات نهایی با ماه رمضان/ زمان برگزاری امتحانات تغییر نمی‌کند,0,0,Disagree
 جابجایی امتحانات نهایی به خاطر تقارن با ماه رمضان !,تقارن امتحانات نهایی با ماه رمضان,0,0,Agree
 جابجایی امتحانات نهایی به خاطر تقارن با ماه رمضان !,تقارن امتحانات نهایی دانش آموزان با ماه مبارک رمضان و جام جهانی فوتبال/آیا امکان جا به جایی تاریخ امتحانات وجود دارد؟,0,0,Discuss
شربت فیمتو غیرقابل مصرف انسانی !,شربت "ویمتو" نوشیدنی با طعم سرطان!,0,0,Agree
شربت فیمتو غیرقابل مصرف انسانی !, شربت ویمتو سرطانزاست؟,0,0,Discuss
شربت فیمتو غیرقابل مصرف انسانی !,شربت ویمتو محصول عربستان غیرقابل‌مصرف است,0,0,Agree
شربت فیمتو غیرقابل مصرف انسانی !, شربت ویمتو سرطان زاست؛ مردم استفاده نکنند,0,0,Agree
شربت فیمتو غیرقابل مصرف انسانی !,شربت محبوب جنوب به خاطره‌ها می‌پیوندد؟+ سند,0,0,Discuss
شارژ و حجم اینترنت رایگان، ترفند جاسوسی سودجویان !,دریافت شارژ و حجم اینترنت رایگان ترفند جاسوسی از سیستم شما!,0,0,Agree
شارژ و حجم اینترنت رایگان، ترفند جاسوسی سودجویان !,اینترنت رایگان؛ این بار به سبک تاریخی و فرهنگی,0,0,Unrelated
شارژ و حجم اینترنت رایگان، ترفند جاسوسی سودجویان !,چگونه بفهمیم گوشی ما تحت کنترل و جاسوسی است ؟,0,0,Unrelated
پسر بچه گم شده ای که چهل روز در کلانتری خرمدره است !,این پسر بچه کیست ؟! / پلیس خرمدره اطلاعیه داد + عکس,0,0,Discuss
پسر بچه گم شده ای که چهل روز در کلانتری خرمدره است !,ماجرای عجیب گم شدن پسر بچه ۸ ساله/ سوء استفاده افراد سود جو از پیشنهاد نیم میلیارد تومانی,0,0,Unrelated
پسر بچه گم شده ای که چهل روز در کلانتری خرمدره است !,ماجرای پسر گمشده ایرانی در تلگرام + عکس,0,0,Discuss
پسر بچه گم شده ای که چهل روز در کلانتری خرمدره است !,این پسر را می شناسید؟ / پدرش در تهران سرگردان اوست! + عکس,0,0,Unrelated
 اخراج بیمار از بیمارستان‌ رسول اکرم(ص) تهران به دلیل مسائل مالی !,شایعه: اخراج بیمار از بیمارستان‌ رسول اکرم(ص) تهران به دلیل مسائل مالی,0,0,Discuss
 اخراج بیمار از بیمارستان‌ رسول اکرم(ص) تهران به دلیل مسائل مالی !,تکذیب خبر بیرون کردن یک بیمار از بیمارستان‌ رسول اکرم (ص) تهران,0,0,Discuss
 اخراج بیمار از بیمارستان‌ رسول اکرم(ص) تهران به دلیل مسائل مالی !,تکذیب خبر رهاکردن بیمار در کنار یکی از بیمارستان‌های تهران به دلیل بی‌پولی,0,0,Discuss
 اخراج بیمار از بیمارستان‌ رسول اکرم(ص) تهران به دلیل مسائل مالی !,دادخواهی یک زن از رئیس جمهور بابت اقدام یک بیمارستان,0,0,Unrelated
تیراندازی چینی‌ها به ماهیگیران ایرانی در آبهای قشم !,ورود کشتی های ماهیگیری چینی به قشم تکذیب شد/ صیادان ایرانی می‌توانند وارد آب‌های بین‌المللی شوند /کشتی های ماهیگیری چینی اجازه ورود به آب های ایران را ندارند,0,0,Unrelated
تیراندازی چینی‌ها به ماهیگیران ایرانی در آبهای قشم !,تیراندازی ماهیگیران چینی به صیادان ایرانی؟! + جزییات,0,0,Discuss
تیراندازی چینی‌ها به ماهیگیران ایرانی در آبهای قشم !,تیراندازی ماهیگیران چینی به صیادان ایرانی صحت ندارد,0,0,Disagree
تیراندازی چینی‌ها به ماهیگیران ایرانی در آبهای قشم !,تکذیب خبر تیراندازی چینی‌ها در آبهای خلیج فارس,0,0,Discuss
نمایش شماره مدیران کانالها در پیام رسان سروش !,پیام رسان سروش شماره مدیران کانال را لو می دهد!,0,0,Agree
نمایش شماره مدیران کانالها در پیام رسان سروش !,توضیحات رسمی پیام‌رسان سروش در خصوص افشای شماره‌های تلفن مدیران کانال‌ها در این پیام‌رسان,0,0,Discuss
نمایش شماره مدیران کانالها در پیام رسان سروش !,باگ پیام رسان سروش شماره موبایل کاربران را لو می‌دهد,0,0,Agree
امنیتی بودن حادثه آتش گرفتن قهوه خانه اهواز !,آتش سوزی در قهوه خانه 11 نفر را به کام مرگ کشاند+فیلم و تصاویر/مظنون اصلی آتش سوزی دستگیر شد,0,0,Discuss
امنیتی بودن حادثه آتش گرفتن قهوه خانه اهواز !,آتش سوزی عمدی قهوه خانه در اهواز/ موضوع امنیتی نیست/ مظنون اصلی دستگیر شد/ تعداد کشته ها به ۱۱ نفر رسید +فیلم و عکس,0,0,Disagree
امنیتی بودن حادثه آتش گرفتن قهوه خانه اهواز !,آتش سوزی مرگبار یک قهوه خانه در اهواز,0,0,Discuss
عکس بازیگر نقش باشو  ، یکی از جانباختگان حادثه قهوه خانه اهواز !,کشته آتش‌سوزی قهوه‌خانه اهواز، بازیگر «باشو غریبه کوچک» نیست/ عکس,0,0,Disagree
عکس بازیگر نقش باشو  ، یکی از جانباختگان حادثه قهوه خانه اهواز !,فوت بازیگر «باشو» درحریق امروز اهواز صحت دارد؟ +عکس,0,0,Discuss
كارآموزى آیت الله مدرسى یزدى جهت تصدى سمت ریاست قوه قضائیه !,خبر احتمال تمدید یا تغییر رییس قوه قضائیه؟,0,0,Unrelated
كارآموزى آیت الله مدرسى یزدى جهت تصدى سمت ریاست قوه قضائیه !,آيت الله مدرسي يزدي کيست؟,0,0,Unrelated
كارآموزى آیت الله مدرسى یزدى جهت تصدى سمت ریاست قوه قضائیه !,آیت الله مدرسی یزدی کیست؟,0,0,Unrelated
كارآموزى آیت الله مدرسى یزدى جهت تصدى سمت ریاست قوه قضائیه !,واکنش آیت الله مدرسی به انتشار خبر احتمال ریاستش در قوه قضاییه,0,0,Discuss
كارآموزى آیت الله مدرسى یزدى جهت تصدى سمت ریاست قوه قضائیه !,تکذیب ریاست آیت‌الله اعرافی و آیت‌الله مدرسی‌یزدی بر قوه قضاییه,0,0,Discuss
 پرواز دو F35 اسرائیلی برفراز ایران، بدون رهگیری رادارها !,آیا F-35 اسرائیلی در آسمان ایران پرواز کرده است؟,0,0,Discuss
 پرواز دو F35 اسرائیلی برفراز ایران، بدون رهگیری رادارها !,پرواز جنگنده های اف-35 اسرائیل بر فراز ایران,0,0,Agree
 پرواز دو F35 اسرائیلی برفراز ایران، بدون رهگیری رادارها !,ماجرای ادعای عجیب پرواز دو جنگنده اف 35 رژیم صهیونیستی بر فراز ایران,0,0,Discuss
 پرواز دو F35 اسرائیلی برفراز ایران، بدون رهگیری رادارها !,آيا رادار‌های ایرانی می‌توانند F-35 را ببینند؟ +تصاویر,0,0,Discuss
 مرگ دو نفر بر اثر تندباد در آذربایجان شرقی !,فوت یک زن به‌علت وزش تندباد در اردبیل,0,0,Discuss
 مرگ دو نفر بر اثر تندباد در آذربایجان شرقی !,فوت ۲نفر بر اثر حوادث غیرمترقبه در آذربایجان شرقی,0,0,Discuss
 مرگ دو نفر بر اثر تندباد در آذربایجان شرقی !,تندباد در تبریز سه کشته بر جای گذاشت,0,0,Discuss
ریاست آیت‌الله اعرافی بر قوه قضاییه !,ریاست آیت‌الله اعرافی بر قوه قضاییه صحت دارد؟,0,0,Discuss
ریاست آیت‌الله اعرافی بر قوه قضاییه !,ریاست آیت‌الله اعرافی بر قوه قضاییه شایعه است و قویاً تکذیب می‌شود/ می‌خواهند ارکان نظام را متزلزل کنند,0,0,Disagree
بخشودگی دیرکرد جرایم رانندگی تا پایان سال ۹۶ !,دیرکرد جرایم رانندگی سال ۹۶ بخشیده شد,0,0,Agree
بخشودگی دیرکرد جرایم رانندگی تا پایان سال ۹۶ !,بخشودگی دیرکرد ۲ برابری جرایم رانندگی تا پایان سال ۹۶,0,0,Agree
بخشودگی دیرکرد جرایم رانندگی تا پایان سال ۹۶ !,دیرکرد جرایم رانندگی تا پایان سال ۹۶ بخشوده شد,0,0,Agree
بخشودگی دیرکرد جرایم رانندگی تا پایان سال ۹۶ !,شروط مجلس برای بخشودگی دیرکرد پرداخت جرایم رانندگی,0,0,Discuss
انتصاب سعید مرتضوی به معاونت آستان قدس رضوی !,دو انتصاب جدید در آستان قدس رضوی صورت گرفت,0,0,Discuss
انتصاب سعید مرتضوی به معاونت آستان قدس رضوی !,تکذیب یک شایعه از سوی آستان قدس درخصوص مرتضوی,0,0,Discuss
انتصاب سعید مرتضوی به معاونت آستان قدس رضوی !,انتصابات جدید در آستان قدس رضوی,0,0,Discuss
انتصاب سعید مرتضوی به معاونت آستان قدس رضوی !,۳ انتصاب در آستان قدس رضوی/ مرتضی بختیاری و فرهاد رهبر حکم گرفتند,0,0,Discuss
تبریک سال نو در صفحه موسسه جماران با تصویری از ماری‌جوانا !,تصویر ماری جوانا در تبریک اینستاگرام جعلی جماران,0,0,Disagree
تبریک سال نو در صفحه موسسه جماران با تصویری از ماری‌جوانا !,تبریک نوروز با برگ ماریجوانا درپیج جماران,0,0,Agree
تبریک سال نو در صفحه موسسه جماران با تصویری از ماری‌جوانا !,تبریک سال نو در صفحه موسسه جماران با تصویری از ماری‌جوانا !,0,0,Agree
دستگیری و ضرب و شتم حاجی فیروز !,دستگیری و ضرب و شتم حاجی فیروز !,0,0,Agree
دستگیری و ضرب و شتم حاجی فیروز !,حاجی فیروز نشانه ی عید نوروز (عکس),0,0,Unrelated
دستگیری و ضرب و شتم حاجی فیروز !,«ضرب و شتم شدید» بازداشت‌شدگان در تجمع مقابل دانشگاه تهران,0,0,Unrelated
 مالکیت ستاد اجرایی فرمان حضرت امام(ره) بر مجتمع لوکس سعادت‌آباد !,تکذیب مالکیت ستاد اجرایی فرمان حضرت امام(ره) بر مجتمع لوکس سعادت‌آباد,0,0,Discuss
 مالکیت ستاد اجرایی فرمان حضرت امام(ره) بر مجتمع لوکس سعادت‌آباد !,ماجرای مالکیت ستاد اجرایی فرمان امام بر مجتمع تجاری لوکس سعادت آباد,0,0,Discuss
 مالکیت ستاد اجرایی فرمان حضرت امام(ره) بر مجتمع لوکس سعادت‌آباد !,ستاد اجرایی فرمان امام هیچ مالکیتی بر مجتمع تجاری لوکس در سعادت آباد ندارد,0,0,Disagree
  مرگ در استفاده همزمان مُسکن‌ها و آرام‌بخش‌ها !,مُسکن ها و آرام بخش ها چگونه باعث مرگ می شوند؟,0,0,Discuss
  مرگ در استفاده همزمان مُسکن‌ها و آرام‌بخش‌ها !,مصرف ترکیب مُسکن ها و آرام بخش ها مرگبار است,0,0,Agree
  مرگ در استفاده همزمان مُسکن‌ها و آرام‌بخش‌ها !,خواب مرگ؛ آرامبخش‌هایی که باعث آرامش ابدی می‌شوند!,0,0,Discuss
  مرگ در استفاده همزمان مُسکن‌ها و آرام‌بخش‌ها !,مصرف همزمان این دو قرص کشنده است,0,0,Discuss
تصویر یکی از حسابهای نجومی آیت الله مکارم شیرازی !,واکنش آیت الله العظمی مکارم شیرازی به شایعات در خصوص حساب بانکی 600 میلیاردی,0,0,Discuss
تصویر یکی از حسابهای نجومی آیت الله مکارم شیرازی !,آیت الله مکارم: حساب ۶۰۰ میلیاردی دروغ است,0,0,Discuss
تصویر یکی از حسابهای نجومی آیت الله مکارم شیرازی !,تصویر منتشرشده درباره حساب آیت‌الله مکارم‌شیرازی جعلی است,0,0,Disagree
تصویب فیلترینگ شبکه تلگرام در شورایعالی فضای مجازی !,شورای عالی فضای مجازی، فیلترینگ تلگرام را تصویب نکرده است,0,0,Disagree
تصویب فیلترینگ شبکه تلگرام در شورایعالی فضای مجازی !,شورای عالی فضای مجازی، فیلترینگ تلگرام را تصویب نکرده است,0,0,Disagree
تصویب فیلترینگ شبکه تلگرام در شورایعالی فضای مجازی !,شورای عالی فضای مجازی مصوبه ای در مورد فیلترینگ تلگرام نداشته است,0,0,Disagree
تصویب فیلترینگ شبکه تلگرام در شورایعالی فضای مجازی !,فیلترینگ تلگرام جزو مصوبات شورای عالی فضای مجازی نبود,0,0,Disagree
عدم صدور مجوز فرود اضطراری برای هواپیمای سانحه دیده ترکیه‌ توسط ایران !,عدم صدور مجوز برای فرود اضطراری هواپیمای ترکیه‌ای صحت ندارد,0,0,Disagree
عدم صدور مجوز فرود اضطراری برای هواپیمای سانحه دیده ترکیه‌ توسط ایران !,تكذيب عدم اجازه ايران برای فرود هواپيمای‌ تركيش/نماینده هواپیمایی‌ ترکیه: مشکل از هواپیما نبود,0,0,Discuss
عدم صدور مجوز فرود اضطراری برای هواپیمای سانحه دیده ترکیه‌ توسط ایران !,عدم صدور مجوز برای فرود اضطراری هواپیمای ترکیه‌ای صحت ندارد,0,0,Disagree
احضار، بازجویی و گرفتن شناسنامه دختربچه‌های حاضر در جشن برج میلاد !, احضار، بازجویی و گرفتن شناسنامه دختربچه‌های حاضر در جشن برج میلاد دروغ است,0,0,Disagree
احضار، بازجویی و گرفتن شناسنامه دختربچه‌های حاضر در جشن برج میلاد !,بازجویی و گرفتن شناسنامه دختران حاضر در جشن برج میلاد صحت دارد؟,0,0,Discuss
احضار، بازجویی و گرفتن شناسنامه دختربچه‌های حاضر در جشن برج میلاد !,احضار، بازجویی و گرفتن شناسنامه دختربچه‌های حاضر در جشن برج میلاد دروغ است,0,0,Disagree
انتقال "سل پوستی" از ماهی قرمز به انسان !,سل پوستی و ماهی قرمز هفت سین ؛ شایعه تا واقعیت,0,0,Discuss
انتقال "سل پوستی" از ماهی قرمز به انسان !,احتمال انتقال سل پوستی از ماهی قرمز به انسان ‌,0,0,Discuss
انتقال "سل پوستی" از ماهی قرمز به انسان !,سالمونلا و سل پوستی از بیماری‌های قابل انتقال ماهی‌های قرمز,0,0,Agree
انتقال "سل پوستی" از ماهی قرمز به انسان !,ماهی قرمز ناقل بیماریهای سالمونلا و سل پوستی به انسان است,0,0,Agree
انتقال "سل پوستی" از ماهی قرمز به انسان !,انتقال بیماری از ماهی قرمز به انسان,0,0,Discuss
انتقال "سل پوستی" از ماهی قرمز به انسان !,این هشدار را جدی بگیرید: انتقال "سل پوستی" از ماهی قرمز به انسان,0,0,Agree
دریافت ۱۵۰ میلیون برای تحویل جعبه سیاه پرواز تهران یاسوج !,گرو گرفتن جعبه سیاه پرواز تهران یاسوج برای ۱۵۰ میلیون تومان!,0,0,Agree
دریافت ۱۵۰ میلیون برای تحویل جعبه سیاه پرواز تهران یاسوج !,دریافت ۱۵۰ میلیون تومان برای تحویل جعبه سیاه صحت دارد؟,0,0,Discuss
دریافت ۱۵۰ میلیون برای تحویل جعبه سیاه پرواز تهران یاسوج !,نماینده مجلس: درگیری فیزیکی برای گرفتن جعبه سیاه پرواز تهران- یاسوج/ می خواستند از واگذاری جعبه سیاه به دادستانی ممانعت کنند/ سازمان هواپیمایی تکذیب کرد,0,0,Discuss
 استفاده از گوشت‌های حرام در تهیه سوسیس و کالباس !,استفاده از گوشت حرام و ضایعات کشتارگاهی در تولید سوسیس و کالباس؟,0,0,Discuss
 استفاده از گوشت‌های حرام در تهیه سوسیس و کالباس !,استفاده از گوشت‌های حرام در تهیه سوسیس و کالباس شایعه است,0,0,Disagree
 استفاده از گوشت‌های حرام در تهیه سوسیس و کالباس !,ورود سوسیس حرام به کشور,0,0,Unrelated
قانع شدن آیت الله مکارم برای ورود زنان به ورزشگاه، در ملاقات با معاون رئیس جمهور !,تکذیب دیدار ابتکار با آ‌یت الله مکارم درباره ورود زنان به ورزشگاه,0,0,Discuss
قانع شدن آیت الله مکارم برای ورود زنان به ورزشگاه، در ملاقات با معاون رئیس جمهور !,تکذیب قانع شدن آیت الله مکارم درباره ورود زنان به ورزشگاه‌ها+ توضیح دکتر ابتکار,0,0,Discuss
قانع شدن آیت الله مکارم برای ورود زنان به ورزشگاه، در ملاقات با معاون رئیس جمهور !,خبر معاون رئیس جمهور در امور زنان منتسب به آیت‌الله مکارم‌شیرازی کذب محض است,0,0,Disagree
 آیت الله علوی گرگانی: خون مذهبی ها متفاوت است، انتقال خون دقت کند !,خون افرادی که رفتار ناسالم دارند با خون افراد مذهبی متفاوت است,0,0,Agree
 آیت الله علوی گرگانی: خون مذهبی ها متفاوت است، انتقال خون دقت کند !,تکذیبیه دفتر آیت‌الله علوی گرگانی درباره انتساب یک شایعه در شبکه‌های اجتماعی,0,0,Discuss
 آیت الله علوی گرگانی: خون مذهبی ها متفاوت است، انتقال خون دقت کند !,تاکید آیت الله علوی گرگانی بر ضرورت اهدای خون سالم,0,0,Agree
 آیت الله علوی گرگانی: خون مذهبی ها متفاوت است، انتقال خون دقت کند !,تاکید آیت الله علوی گرگانی بر ضرورت اهدای خون سالم,0,0,Discuss
 آیت الله علوی گرگانی: خون مذهبی ها متفاوت است، انتقال خون دقت کند !,خون افرادی که رفتار ناسالم دارند با خون افراد مذهبی متفاوت است,0,0,Discuss
 آیت الله علوی گرگانی: خون مذهبی ها متفاوت است، انتقال خون دقت کند !,تکذیبیه دفتر آیت‌الله علوی گرگانی درباره انتساب یک شایعه در شبکه‌های اجتماعی,0,0,Discuss
استعفای رئیس دانشگاه آزاد، پس از تحولات اخیر !,سخنگوی دانشگاه آزاد اسلامی خبر استعفای فرهاد رهبر از ریاست این دانشگاه را تکذیب کرد.,0,0,Discuss
استعفای رئیس دانشگاه آزاد، پس از تحولات اخیر !,واکنش ولایتی به شایعه استعفای رئیس دانشگاه آزاد: همکاری تنگاتنگی بین من و فرهاد رهبر وجود دارد,0,0,Disagree
استعفای رئیس دانشگاه آزاد، پس از تحولات اخیر !,گزارش «ايران» از تغيير رئيس دانشگاه آزاد: اختلافات بالا گرفت، فرهاد رهبر عزل شد,0,0,Discuss
استعفای رئیس دانشگاه آزاد، پس از تحولات اخیر !,توضیحات ولایتی درباره علت تغییر رئیس دانشگاه آزاد,0,0,Discuss
استعفای رئیس دانشگاه آزاد، پس از تحولات اخیر !,استعفای رئیس دانشگاه آزاد تکذیب شد,0,0,Discuss
استعفای رئیس دانشگاه آزاد، پس از تحولات اخیر !,واکنش ولایتی به شایعه استعفای رئیس دانشگاه آزاد: همکاری تنگاتنگی بین من و فرهاد رهبر وجود دارد,0,0,Discuss
بمب‌گذاری یک خودرو در شهر چهاردانگه اسلامشهر !,فرمانده انتظامی اسلامشهر: بمب‌گذاری در چهاردانگه اسلامشهر شایعه است/ هیچ مشکل امنیتی وجود ندارد,0,0,Discuss
بمب‌گذاری یک خودرو در شهر چهاردانگه اسلامشهر !, بمب گذاری امروز در چهاردانگه اسلامشهر صحت دارد؟,0,0,Discuss
بمب‌گذاری یک خودرو در شهر چهاردانگه اسلامشهر !,بمب‌گذاری در چهاردانگه اسلامشهر شایعه است,0,0,Disagree
دستگیری مدیرعامل شرکت تولید سوسیس و کالباس در مشهد و کشف ۷۰۰ کیلو گوشت سگ !,بالاخره 2000 کیلو گوشت سگ تبدیل به سوسیس شد؟,0,0,Discuss
دستگیری مدیرعامل شرکت تولید سوسیس و کالباس در مشهد و کشف ۷۰۰ کیلو گوشت سگ !,۲۰۰۰ کیلو گوشت سگ تبدیل به سوسیس شد؟,0,0,Discuss
دستگیری مدیرعامل شرکت تولید سوسیس و کالباس در مشهد و کشف ۷۰۰ کیلو گوشت سگ !,دستگیری عامل توزیع "گوشت خر" در مشهد,0,0,Unrelated
ضرب وشتم زن باردار درویش، در زندان توسط پلیس !,توضیحات پلیس درباره زنان بازداشت شده فرقه دراویش,0,0,Discuss
مقایسه رابطه اقتصاد مالزی و ایران با آمریکا، توسط ماهاتیر محمد ! / شایعه 0862,کاهش روابط مالزی با ایران به دلیل تحریم‌های آمریکا,0,0,Unrelated
مقایسه رابطه اقتصاد مالزی و ایران با آمریکا، توسط ماهاتیر محمد ! / شایعه 0862, توصیه مهم ماهاتیر محمد به مردم ایران,0,0,Unrelated
مقایسه رابطه اقتصاد مالزی و ایران با آمریکا، توسط ماهاتیر محمد ! / شایعه 0862,تمایل نخست وزیر مالزی به توسعه روابط با آمریکا؛ اهداف و موانع,0,0,Unrelated
استفاده اغتشاشگران از اتوبوس ایساکو که در اختیار سپاه بوده !,«ایساکو» دروغ‌پردازی ضدانقلاب را تکذیب کرد/ "اتوبوس اغتشاش‌گران ارتباطی با این شرکت ندارد",0,0,Discuss
استفاده اغتشاشگران از اتوبوس ایساکو که در اختیار سپاه بوده !,«ایساکو» دروغ‌پردازی ضدانقلاب را تکذیب کرد/ "اتوبوس اغتشاش‌گران ارتباطی با این شرکت ندارد",0,0,Discuss
 آیا شهادت حضرت زهرا(س) داستان است و در زمان صفویه مطرح شد؟!,بررسی برخی از ادله شهادت حضرت زهرا(س),0,0,Discuss
 آیا شهادت حضرت زهرا(س) داستان است و در زمان صفویه مطرح شد؟!,علت اختلاف در تاریخ شهادت حضرت زهرا(س) چیست؟,0,0,Unrelated
 آیا شهادت حضرت زهرا(س) داستان است و در زمان صفویه مطرح شد؟!,حضرت زهرا(س) چگونه به شهادت رسید؟!,0,0,Discuss
انفجار گوشی در صورت پاسخ به تماس از شماره 777888999 ! / شایعه 0861,تماس از شماره ۷۷۷۸۸۸۹۹۹ و انفجار گوشی، حقیقت چیست؟,0,0,Discuss
